IMO No,Class No,Ship Name,MoU,Ship Risk Profile,Inspection Selection Scheme,Last Periodical Survey,Update Date
9347554,863628,HYUNDAI FAITH,USCG,PSC B,Priority I,2025-05-25,2025-09-15
9347554,863628,HYUNDAI FAITH,Paris,Standard,Priority I,2025-05-25,2025-09-15
9347554,863628,HYUNDAI FAITH,Tokyo,Standard,No Priority,2025-05-25,2025-09-15
9347566,863807,HYUNDAI FORCE,USCG,PSC B,Priority I,2025-05-14,2025-09-15
9347566,863807,HYUNDAI FORCE,Paris,Standard,No Priority,2025-05-14,2025-09-15
9347566,863807,HYUNDAI FORCE,Tokyo,High,Priority I,2025-05-14,2025-09-15
9347578,864019,HYUNDAI DYNASTY,USCG,PSC B,Priority I,2025-07-08,2025-09-15
9347578,864019,HYUNDAI DYNASTY,Paris,Standard,Priority I,2025-07-08,2025-09-15
9347578,864019,HYUNDAI DYNASTY,Tokyo,Standard,Priority I,2025-07-08,2025-09-15
9347580,864164,HYUNDAI VOYAGER,USCG,PSC B,Priority I,2025-06-09,2025-09-15
9347580,864164,HYUNDAI VOYAGER,Paris,Standard,Priority I,2025-06-09,2025-09-15
9347580,864164,HYUNDAI VOYAGER,Tokyo,Standard,Priority I,2025-06-09,2025-09-15
9347592,864622,HYUNDAI INTEGRAL,USCG,PSC B,Priority I,2025-05-09,2025-09-15
9347592,864622,HYUNDAI INTEGRAL,Paris,Standard,Priority I,2025-05-09,2025-09-15
9347592,864622,HYUNDAI INTEGRAL,Tokyo,Standard,No Priority,2025-05-09,2025-09-15
9347607,864113,HYUNDAI GOODWILL,USCG,PSC B,No Priority,2025-05-26,2025-09-15
9347607,864113,HYUNDAI GOODWILL,Paris,Standard,No Priority,2025-05-26,2025-09-15
9347607,864113,HYUNDAI GOODWILL,Tokyo,Standard,No Priority,2025-05-26,2025-09-15
9347619,864562,HYUNDAI SUPREME,USCG,PSC B,Priority I,2025-07-02,2025-09-15
9347619,864562,HYUNDAI SUPREME,Paris,Standard,No Priority,2025-07-02,2025-09-15
9347619,864562,HYUNDAI SUPREME,Tokyo,Standard,No Priority,2025-07-02,2025-09-15
9347968,600076,NINGBO TRADER,USCG,PSC B,Priority I,2025-09-01,2025-09-15
9347968,600076,NINGBO TRADER,Paris,Standard,Priority I,2025-09-01,2025-09-15
9347968,600076,NINGBO TRADER,Tokyo,High,No Priority,2025-09-01,2025-09-15
9348675,800064,LONG BEACH EXPRESS,USCG,PSC B,Priority I,2025-09-13,2025-09-15
9348675,800064,LONG BEACH EXPRESS,Paris,Standard,No Priority,2025-09-13,2025-09-15
9348675,800064,LONG BEACH EXPRESS,Tokyo,High,No Priority,2025-09-13,2025-09-15
9349124,600040,SINAR AGRA,USCG,PSC B,Priority I,2025-06-30,2025-09-15
9349124,600040,SINAR AGRA,Paris,Standard,Priority I,2025-06-30,2025-09-15
9349124,600040,SINAR AGRA,Tokyo,High,Priority I,2025-06-30,2025-09-15
9349306,800060,IVESTOS 9,USCG,PSC B,Priority I,2025-08-17,2025-09-15
9349306,800060,IVESTOS 9,Paris,Standard,Priority I,2025-08-17,2025-09-15
9349306,800060,IVESTOS 9,Tokyo,High,No Priority,2025-08-17,2025-09-15
9349320,700046,IVESTOS 3,USCG,PSC B,Priority I,2025-08-30,2025-09-15
9349320,700046,IVESTOS 3,Paris,Standard,Priority I,2025-08-30,2025-09-15
9349320,700046,IVESTOS 3,Tokyo,High,No Priority,2025-08-30,2025-09-15
9349655,700094,SNARTH,USCG,PSC B,Priority I,2025-09-03,2025-09-15
9349655,700094,SNARTH,Paris,Standard,Priority I,2025-09-03,2025-09-15
9349655,700094,SNARTH,Tokyo,Standard,Priority I,2025-09-03,2025-09-15
9350109,500063,ST LILY,USCG,PSC B,Priority I,2025-08-26,2025-09-15
9350109,500063,ST LILY,Paris,Standard,Priority I,2025-08-26,2025-09-15
9350109,500063,ST LILY,Tokyo,Standard,Priority I,2025-08-26,2025-09-15
9350288,700070,GLOBAL LIBERTY,USCG,PSC B,Priority I,2025-06-25,2025-09-15
9350288,700070,GLOBAL LIBERTY,Paris,High,Priority I,2025-06-25,2025-09-15
9350288,700070,GLOBAL LIBERTY,Tokyo,High,Priority I,2025-06-25,2025-09-15
9350800,600050,ANDROS NAVIGATOR,USCG,PSC B,Priority I,2025-09-10,2025-09-15
9350800,600050,ANDROS NAVIGATOR,Paris,Standard,No Priority,2025-09-10,2025-09-15
9350800,600050,ANDROS NAVIGATOR,Tokyo,High,No Priority,2025-09-10,2025-09-15
9351933,660598,DONGBANG GIANT NO.1,USCG,PSC B,Priority I,2025-09-05,2025-09-15
9351933,660598,DONGBANG GIANT NO.1,Paris,Standard,No Priority,2025-09-05,2025-09-15
9351933,660598,DONGBANG GIANT NO.1,Tokyo,Standard,Priority I,2025-09-05,2025-09-15
9352286,577389,S GLORIA,USCG,PSC B,Priority I,2025-08-13,2025-09-15
9352286,577389,S GLORIA,Paris,Standard,Priority I,2025-08-13,2025-09-15
9352286,577389,S GLORIA,Tokyo,High,Priority II,2025-08-13,2025-09-15
9352597,600029,CT ACE,USCG,PSC B,No Priority,2025-07-04,2025-09-15
9352597,600029,CT ACE,Paris,Standard,Priority I,2025-07-04,2025-09-15
9352597,600029,CT ACE,Tokyo,Low,No Priority,2025-07-04,2025-09-15
9353797,900088,PLATA SOUTH,USCG,PSC B,Priority I,2025-04-21,2025-09-15
9353797,900088,PLATA SOUTH,Paris,High,Priority I,2025-04-21,2025-09-15
9353797,900088,PLATA SOUTH,Tokyo,Standard,Priority I,2025-04-21,2025-09-15
9353979,863579,DL LOTUS,USCG,PSC B,Priority I,2025-09-10,2025-09-15
9353979,863579,DL LOTUS,Paris,Standard,Priority I,2025-09-10,2025-09-15
9353979,863579,DL LOTUS,Tokyo,High,No Priority,2025-09-10,2025-09-15
9354155,558899,SS JIN,USCG,PSC B,Priority I,2025-06-18,2025-09-15
9354155,558899,SS JIN,Paris,Standard,Priority I,2025-06-18,2025-09-15
9354155,558899,SS JIN,Tokyo,High,Priority II,2025-06-18,2025-09-15
9354234,674513,KOOKYANG SINGAPORE,USCG,PSC B,Priority I,2025-07-10,2025-09-15
9354234,674513,KOOKYANG SINGAPORE,Paris,Standard,Priority I,2025-07-10,2025-09-15
9354234,674513,KOOKYANG SINGAPORE,Tokyo,Standard,No Priority,2025-07-10,2025-09-15
9354351,600070,ANINA,USCG,PSC B,Priority I,2025-06-02,2025-09-15
9354351,600070,ANINA,Paris,Standard,No Priority,2025-06-02,2025-09-15
9354351,600070,ANINA,Tokyo,High,Priority I,2025-06-02,2025-09-15
9354583,700063,SUNNY FAITH,USCG,PSC B,Priority I,2025-03-29,2025-09-15
9354583,700063,SUNNY FAITH,Paris,Standard,Priority I,2025-03-29,2025-09-15
9354583,700063,SUNNY FAITH,Tokyo,Standard,No Priority,2025-03-29,2025-09-15
9354894,864863,ATLANTIC LILY,USCG,PSC C,No Priority,2025-06-21,2025-09-15
9354894,864863,ATLANTIC LILY,Paris,Standard,Priority I,2025-06-21,2025-09-15
9354894,864863,ATLANTIC LILY,Tokyo,Low,No Priority,2025-06-21,2025-09-15
9354909,864877,ATLANTIC OLIVE,USCG,PSC B,Priority I,2025-09-16,2025-09-15
9354909,864877,ATLANTIC OLIVE,Paris,Standard,Priority I,2025-09-16,2025-09-15
9354909,864877,ATLANTIC OLIVE,Tokyo,Low,No Priority,2025-09-16,2025-09-15
9354911,865093,ATLANTIC ROSE,USCG,PSC B,Priority I,2025-09-11,2025-09-15
9354911,865093,ATLANTIC ROSE,Paris,Low,No Priority,2025-09-11,2025-09-15
9354911,865093,ATLANTIC ROSE,Tokyo,Low,Priority II,2025-09-11,2025-09-15
9355020,659583,KEOYOUNG PIONEER,USCG,PSC B,Priority I,2024-02-20,2025-09-15
9355020,659583,KEOYOUNG PIONEER,Paris,Standard,Priority I,2024-02-20,2025-09-15
9355020,659583,KEOYOUNG PIONEER,Tokyo,High,Priority I,2024-02-20,2025-09-15
9355123,700039,CHAMPION ROAD,USCG,PSC B,Priority I,2025-08-18,2025-09-15
9355123,700039,CHAMPION ROAD,Paris,Standard,Priority I,2025-08-18,2025-09-15
9355123,700039,CHAMPION ROAD,Tokyo,Standard,No Priority,2025-08-18,2025-09-15
9355238,966187,GRAND DAHLIA,USCG,PSC C,No Priority,2025-06-23,2025-09-15
9355238,966187,GRAND DAHLIA,Paris,Standard,Priority I,2025-06-23,2025-09-15
9355238,966187,GRAND DAHLIA,Tokyo,Standard,No Priority,2025-06-23,2025-09-15
9355240,966392,GRAND LEGACY,USCG,PSC B,Priority I,2025-06-13,2025-09-15
9355240,966392,GRAND LEGACY,Paris,Standard,No Priority,2025-06-13,2025-09-15
9355240,966392,GRAND LEGACY,Tokyo,Standard,Priority I,2025-06-13,2025-09-15
9355252,966659,GRAND VEGA,USCG,PSC C,No Priority,2025-06-26,2025-09-15
9355252,966659,GRAND VEGA,Paris,Standard,Priority I,2025-06-26,2025-09-15
9355252,966659,GRAND VEGA,Tokyo,Standard,No Priority,2025-06-26,2025-09-15
9356775,571682,SUN FORTUNE,USCG,PSC B,Priority I,2025-08-12,2025-09-15
9356775,571682,SUN FORTUNE,Paris,Standard,Priority I,2025-08-12,2025-09-15
9356775,571682,SUN FORTUNE,Tokyo,High,Priority II,2025-08-12,2025-09-15
9357420,762649,DD VANGUARD,USCG,PSC B,Priority I,2025-05-30,2025-09-15
9357420,762649,DD VANGUARD,Paris,Standard,Priority I,2025-05-30,2025-09-15
9357420,762649,DD VANGUARD,Tokyo,Low,No Priority,2025-05-30,2025-09-15
9357432,762865,DD VIGILANT,USCG,PSC B,Priority I,2025-08-30,2025-09-15
9357432,762865,DD VIGILANT,Paris,High,Priority I,2025-08-30,2025-09-15
9357432,762865,DD VIGILANT,Tokyo,High,Priority I,2025-08-30,2025-09-15
9357444,763017,DD VOYAGER,USCG,PSC B,Priority I,2025-03-05,2025-09-15
9357444,763017,DD VOYAGER,Paris,High,Priority I,2025-03-05,2025-09-15
9357444,763017,DD VOYAGER,Tokyo,High,No Priority,2025-03-05,2025-09-15
9357456,863692,DD VOGUE,USCG,PSC B,Priority I,2025-07-11,2025-09-15
9357456,863692,DD VOGUE,Paris,High,Priority I,2025-07-11,2025-09-15
9357456,863692,DD VOGUE,Tokyo,High,Priority II,2025-07-11,2025-09-15
9357468,864327,DD VICTORY,USCG,PSC B,Priority I,2025-07-20,2025-09-15
9357468,864327,DD VICTORY,Paris,High,Priority I,2025-07-20,2025-09-15
9357468,864327,DD VICTORY,Tokyo,High,No Priority,2025-07-20,2025-09-15
9357755,800058,IVESTOS 8,USCG,PSC B,Priority I,2025-08-28,2025-09-15
9357755,800058,IVESTOS 8,Paris,Standard,Priority I,2025-08-28,2025-09-15
9357755,800058,IVESTOS 8,Tokyo,High,No Priority,2025-08-28,2025-09-15
9357779,559571,JIN YANG,USCG,PSC B,Priority I,2025-07-16,2025-09-15
9357779,559571,JIN YANG,Paris,Standard,Priority I,2025-07-16,2025-09-15
9357779,559571,JIN YANG,Tokyo,Standard,Priority I,2025-07-16,2025-09-15
9357822,500030,SDL KOBE,USCG,PSC B,Priority I,2025-08-21,2025-09-15
9357822,500030,SDL KOBE,Paris,Standard,Priority I,2025-08-21,2025-09-15
9357822,500030,SDL KOBE,Tokyo,Standard,No Priority,2025-08-21,2025-09-15
9358280,800101,PLATA CARRIER,USCG,PSC B,Priority I,2025-04-04,2025-09-15
9358280,800101,PLATA CARRIER,Paris,Standard,Priority I,2025-04-04,2025-09-15
9358280,800101,PLATA CARRIER,Tokyo,Standard,Priority I,2025-04-04,2025-09-15
9358292,900097,PLATA LUCKY,USCG,PSC C,No Priority,2025-08-10,2025-09-15
9358292,900097,PLATA LUCKY,Paris,Standard,Priority II,2025-08-10,2025-09-15
9358292,900097,PLATA LUCKY,Tokyo,Low,No Priority,2025-08-10,2025-09-15
9358412,800113,TIGER WINGS,USCG,PSC B,Priority I,2025-07-10,2025-09-15
9358412,800113,TIGER WINGS,Paris,Standard,Priority I,2025-07-10,2025-09-15
9358412,800113,TIGER WINGS,Tokyo,Standard,No Priority,2025-07-10,2025-09-15
9358888,800092,MONZA,USCG,PSC B,Priority I,2025-07-09,2025-09-15
9358888,800092,MONZA,Paris,Standard,No Priority,2025-07-09,2025-09-15
9358888,800092,MONZA,Tokyo,High,Priority II,2025-07-09,2025-09-15
9359959,800080,BOCS SPIRIT,USCG,PSC B,Priority I,2025-09-15,2025-09-15
9359959,800080,BOCS SPIRIT,Paris,Standard,No Priority,2025-09-15,2025-09-15
9359959,800080,BOCS SPIRIT,Tokyo,Standard,Priority I,2025-09-15,2025-09-15
9359961,800076,BOCS VISION,USCG,PSC B,Priority I,2025-06-23,2025-09-15
9359961,800076,BOCS VISION,Paris,Standard,No Priority,2025-06-23,2025-09-15
9359961,800076,BOCS VISION,Tokyo,Standard,Priority I,2025-06-23,2025-09-15
9360283,500029,DONGJIN AUBE,USCG,PSC B,Priority I,2025-09-04,2025-09-15
9360283,500029,DONGJIN AUBE,Paris,Standard,Priority II,2025-09-04,2025-09-15
9360283,500029,DONGJIN AUBE,Tokyo,Standard,Priority I,2025-09-04,2025-09-15
9360324,865579,ATLANTIC TITAN,USCG,PSC B,Priority I,2025-09-08,2025-09-15
9360324,865579,ATLANTIC TITAN,Paris,Standard,Priority I,2025-09-08,2025-09-15
9360324,865579,ATLANTIC TITAN,Tokyo,Standard,Priority I,2025-09-08,2025-09-15
9360336,762591,RIDGEBURY SATURN,USCG,PSC B,Priority I,2025-07-31,2025-09-15
9360336,762591,RIDGEBURY SATURN,Paris,Standard,Priority I,2025-07-31,2025-09-15
9360336,762591,RIDGEBURY SATURN,Tokyo,Standard,No Priority,2025-07-31,2025-09-15
9360568,965872,DREAM ORCHID,USCG,PSC B,Priority I,2024-12-28,2025-09-15
9360568,965872,DREAM ORCHID,Paris,Standard,No Priority,2024-12-28,2025-09-15
9360568,965872,DREAM ORCHID,Tokyo,Standard,No Priority,2024-12-28,2025-09-15
9361471,800013,BON CHALLENGER,USCG,PSC B,Priority I,2025-07-22,2025-09-15
9361471,800013,BON CHALLENGER,Paris,Standard,Priority I,2025-07-22,2025-09-15
9361471,800013,BON CHALLENGER,Tokyo,Standard,No Priority,2025-07-22,2025-09-15
9361483,800015,WOO DONG,USCG,PSC B,Priority I,2025-07-15,2025-09-15
9361483,800015,WOO DONG,Paris,Standard,Priority I,2025-07-15,2025-09-15
9361483,800015,WOO DONG,Tokyo,High,Priority II,2025-07-15,2025-09-15
9362798,500054,KEOYOUNG STAR 5,USCG,PSC B,Priority I,2025-09-12,2025-09-15
9362798,500054,KEOYOUNG STAR 5,Paris,Standard,Priority I,2025-09-12,2025-09-15
9362798,500054,KEOYOUNG STAR 5,Tokyo,High,Priority I,2025-09-12,2025-09-15
9363807,700052,JN NEPTUNE,USCG,PSC B,Priority I,2025-06-27,2025-09-15
9363807,700052,JN NEPTUNE,Paris,Standard,Priority I,2025-06-27,2025-09-15
9363807,700052,JN NEPTUNE,Tokyo,High,No Priority,2025-06-27,2025-09-15
9363833,864332,GOBY,USCG,PSC B,No Priority,2025-09-16,2025-09-15
9363833,864332,GOBY,Paris,High,Priority I,2025-09-16,2025-09-15
9363833,864332,GOBY,Tokyo,High,No Priority,2025-09-16,2025-09-15
9364162,700017,LADY M＆E,USCG,PSC B,Priority I,2025-03-21,2025-09-15
9364162,700017,LADY M＆E,Paris,Standard,Priority I,2025-03-21,2025-09-15
9364162,700017,LADY M＆E,Tokyo,High,Priority I,2025-03-21,2025-09-15
9364837,600083,TUOJIANG,USCG,PSC B,Priority I,2025-09-03,2025-09-15
9364837,600083,TUOJIANG,Paris,Standard,Priority I,2025-09-03,2025-09-15
9364837,600083,TUOJIANG,Tokyo,High,Priority II,2025-09-03,2025-09-15
9365166,762258,PEGASUS UNIX,USCG,PSC B,Priority I,2025-06-27,2025-09-15
9365166,762258,PEGASUS UNIX,Paris,Standard,Priority I,2025-06-27,2025-09-15
9365166,762258,PEGASUS UNIX,Tokyo,Low,Priority I,2025-06-27,2025-09-15
9365427,761245,AQUILA,USCG,PSC B,Priority I,2024-12-31,2025-09-15
9365427,761245,AQUILA,Paris,Standard,Priority I,2024-12-31,2025-09-15
9365427,761245,AQUILA,Tokyo,Standard,No Priority,2024-12-31,2025-09-15
9365439,761873,PICES,USCG,PSC B,Priority I,2024-12-16,2025-09-15
9365439,761873,PICES,Paris,Standard,Priority I,2024-12-16,2025-09-15
9365439,761873,PICES,Tokyo,Standard,Priority II,2024-12-16,2025-09-15
9365441,762548,SCUTUM,USCG,PSC B,Priority I,2025-07-22,2025-09-15
9365441,762548,SCUTUM,Paris,Standard,Priority I,2025-07-22,2025-09-15
9365441,762548,SCUTUM,Tokyo,Standard,No Priority,2025-07-22,2025-09-15
9365520,659873,HANYU FREESIA,USCG,PSC B,Priority I,2025-08-27,2025-09-15
9365520,659873,HANYU FREESIA,Paris,High,Priority I,2025-08-27,2025-09-15
9365520,659873,HANYU FREESIA,Tokyo,High,Priority I,2025-08-27,2025-09-15
9366196,600013,GOLDEN DENISE,USCG,PSC B,Priority I,2024-10-29,2025-09-15
9366196,600013,GOLDEN DENISE,Paris,Standard,Priority I,2024-10-29,2025-09-15
9366196,600013,GOLDEN DENISE,Tokyo,Low,No Priority,2024-10-29,2025-09-15
9366275,864191,HIGH MARS,USCG,PSC B,Priority I,2025-09-08,2025-09-15
9366275,864191,HIGH MARS,Paris,Standard,Priority II,2025-09-08,2025-09-15
9366275,864191,HIGH MARS,Tokyo,Low,Priority II,2025-09-08,2025-09-15
9366926,700089,SKY WINNER,USCG,PSC B,Priority I,2025-07-25,2025-09-15
9366926,700089,SKY WINNER,Paris,Standard,Priority I,2025-07-25,2025-09-15
9366926,700089,SKY WINNER,Tokyo,High,Priority I,2025-07-25,2025-09-15
9366938,700096,SKY JOY,USCG,PSC B,Priority I,2025-09-03,2025-09-15
9366938,700096,SKY JOY,Paris,Standard,Priority I,2025-09-03,2025-09-15
9366938,700096,SKY JOY,Tokyo,High,No Priority,2025-09-03,2025-09-15
9367437,866617,ROYAL DIAMOND 7,USCG,PSC B,Priority I,2025-07-16,2025-09-15
9367437,866617,ROYAL DIAMOND 7,Paris,Standard,Priority I,2025-07-16,2025-09-15
9367437,866617,ROYAL DIAMOND 7,Tokyo,Low,No Priority,2025-07-16,2025-09-15
9367449,767647,ROYAL PERIDOT,USCG,PSC B,Priority I,2025-08-18,2025-09-15
9367449,767647,ROYAL PERIDOT,Paris,Standard,Priority I,2025-08-18,2025-09-15
9367449,767647,ROYAL PERIDOT,Tokyo,Low,No Priority,2025-08-18,2025-09-15
9367580,800089,MORNING MARGARETA,USCG,PSC B,Priority I,2025-09-16,2025-09-15
9367580,800089,MORNING MARGARETA,Paris,Standard,Priority I,2025-09-16,2025-09-15
9367580,800089,MORNING MARGARETA,Tokyo,Standard,No Priority,2025-09-16,2025-09-15
9367592,800090,MORNING NINNI,USCG,PSC B,Priority I,2025-08-29,2025-09-15
9367592,800090,MORNING NINNI,Paris,Standard,Priority I,2025-08-29,2025-09-15
9367592,800090,MORNING NINNI,Tokyo,Low,No Priority,2025-08-29,2025-09-15
9368924,863473,DL SALVIA,USCG,PSC B,Priority I,2025-07-09,2025-09-15
9368924,863473,DL SALVIA,Paris,Standard,Priority I,2025-07-09,2025-09-15
9368924,863473,DL SALVIA,Tokyo,High,Priority II,2025-07-09,2025-09-15
9368936,863752,DL ZINNIA,USCG,PSC B,Priority I,2025-08-13,2025-09-15
9368936,863752,DL ZINNIA,Paris,Standard,Priority I,2025-08-13,2025-09-15
9368936,863752,DL ZINNIA,Tokyo,High,Priority II,2025-08-13,2025-09-15
9369289,600060,STRIDER,USCG,PSC B,Priority I,2025-02-17,2025-09-15
9369289,600060,STRIDER,Paris,Standard,Priority I,2025-02-17,2025-09-15
9369289,600060,STRIDER,Tokyo,Standard,Priority II,2025-02-17,2025-09-15
9370537,900079,VALANO,USCG,PSC B,Priority I,2025-09-04,2025-09-15
9370537,900079,VALANO,Paris,Standard,Priority I,2025-09-04,2025-09-15
9370537,900079,VALANO,Tokyo,High,No Priority,2025-09-04,2025-09-15
9370575,669688,GLORY HANA,USCG,PSC B,Priority I,2025-09-16,2025-09-15
9370575,669688,GLORY HANA,Paris,Standard,Priority I,2025-09-16,2025-09-15
9370575,669688,GLORY HANA,Tokyo,High,Priority I,2025-09-16,2025-09-15
9371153,660492,GAS DREAM,USCG,PSC B,Priority I,2024-10-26,2025-09-15
9371153,660492,GAS DREAM,Paris,High,Priority I,2024-10-26,2025-09-15
9371153,660492,GAS DREAM,Tokyo,Standard,Priority I,2024-10-26,2025-09-15
9372341,864021,YN OCEAN,USCG,PSC B,Priority I,2025-07-21,2025-09-15
9372341,864021,YN OCEAN,Paris,Standard,Priority I,2025-07-21,2025-09-15
9372341,864021,YN OCEAN,Tokyo,Standard,No Priority,2025-07-21,2025-09-15
9372353,965978,FC GLORIA,USCG,PSC B,Priority I,2025-08-08,2025-09-15
9372353,965978,FC GLORIA,Paris,Standard,Priority I,2025-08-08,2025-09-15
9372353,965978,FC GLORIA,Tokyo,High,No Priority,2025-08-08,2025-09-15
9372963,865952,LNG KOLT,USCG,PSC B,No Priority,2025-04-03,2025-09-15
9372963,865952,LNG KOLT,Paris,Standard,Priority I,2025-04-03,2025-09-15
9372963,865952,LNG KOLT,Tokyo,Standard,Priority I,2025-04-03,2025-09-15
9372999,865489,HYUNDAI ECOPIA,USCG,PSC C,No Priority,2025-01-13,2025-09-15
9372999,865489,HYUNDAI ECOPIA,Paris,Standard,Priority I,2025-01-13,2025-09-15
9372999,865489,HYUNDAI ECOPIA,Tokyo,Standard,Priority I,2025-01-13,2025-09-15
9373008,864189,K. JASMINE,USCG,PSC B,Priority I,2025-05-18,2025-09-15
9373008,864189,K. JASMINE,Paris,Standard,Priority I,2025-05-18,2025-09-15
9373008,864189,K. JASMINE,Tokyo,Standard,Priority I,2025-05-18,2025-09-15
9373010,865609,K. MUGUNGWHA,USCG,PSC C,No Priority,2025-08-04,2025-09-15
9373010,865609,K. MUGUNGWHA,Paris,Standard,Priority I,2025-08-04,2025-09-15
9373010,865609,K. MUGUNGWHA,Tokyo,Standard,Priority I,2025-08-04,2025-09-15
9373113,562843,ST BLISS,USCG,PSC B,Priority I,2025-03-08,2025-09-15
9373113,562843,ST BLISS,Paris,Standard,Priority I,2025-03-08,2025-09-15
9373113,562843,ST BLISS,Tokyo,High,No Priority,2025-03-08,2025-09-15
9373498,700090,SONGA WOLF,USCG,PSC B,Priority I,2025-09-05,2025-09-15
9373498,700090,SONGA WOLF,Paris,Low,No Priority,2025-09-05,2025-09-15
9373498,700090,SONGA WOLF,Tokyo,High,Priority I,2025-09-05,2025-09-15
9373632,800096,SONGA AURORA,USCG,PSC B,Priority I,2025-08-14,2025-09-15
9373632,800096,SONGA AURORA,Paris,Low,No Priority,2025-08-14,2025-09-15
9373632,800096,SONGA AURORA,Tokyo,High,Priority I,2025-08-14,2025-09-15
9373644,900080,SONGA TAURUS,USCG,PSC B,Priority I,2025-09-10,2025-09-15
9373644,900080,SONGA TAURUS,Paris,Low,No Priority,2025-09-10,2025-09-15
9373644,900080,SONGA TAURUS,Tokyo,High,Priority I,2025-09-10,2025-09-15
9374129,700015,SM TOKYO,USCG,PSC B,Priority I,2025-07-21,2025-09-15
9374129,700015,SM TOKYO,Paris,Standard,Priority I,2025-07-21,2025-09-15
9374129,700015,SM TOKYO,Tokyo,Standard,No Priority,2025-07-21,2025-09-15
9374181,764593,SEA DIAMOND,USCG,PSC B,Priority I,2025-06-23,2025-09-15
9374181,764593,SEA DIAMOND,Paris,Standard,Priority I,2025-06-23,2025-09-15
9374181,764593,SEA DIAMOND,Tokyo,High,Priority I,2025-06-23,2025-09-15
9374210,700085,JADE,USCG,PSC B,Priority I,2025-05-17,2025-09-15
9374210,700085,JADE,Paris,Standard,Priority I,2025-05-17,2025-09-15
9374210,700085,JADE,Tokyo,High,No Priority,2025-05-17,2025-09-15
9375305,863846,KMTC JEBEL ALI,USCG,PSC B,Priority I,2025-05-16,2025-09-15
9375305,863846,KMTC JEBEL ALI,Paris,Standard,Priority I,2025-05-16,2025-09-15
9375305,863846,KMTC JEBEL ALI,Tokyo,Standard,No Priority,2025-05-16,2025-09-15
9375317,660927,GRAND ACE5,USCG,PSC B,Priority I,2025-05-23,2025-09-15
9375317,660927,GRAND ACE5,Paris,Standard,No Priority,2025-05-23,2025-09-15
9375317,660927,GRAND ACE5,Tokyo,Low,No Priority,2025-05-23,2025-09-15
9375329,761342,GRAND ACE6,USCG,PSC C,No Priority,2025-09-10,2025-09-15
9375329,761342,GRAND ACE6,Paris,Standard,Priority I,2025-09-10,2025-09-15
9375329,761342,GRAND ACE6,Tokyo,Standard,No Priority,2025-09-10,2025-09-15
9375496,864465,KMTC MANILA,USCG,PSC B,Priority I,2025-06-29,2025-09-15
9375496,864465,KMTC MANILA,Paris,Standard,Priority I,2025-06-29,2025-09-15
9375496,864465,KMTC MANILA,Tokyo,Standard,No Priority,2025-06-29,2025-09-15
9375501,864479,KMTC NHAVA SHEVA,USCG,PSC B,Priority I,2025-07-03,2025-09-15
9375501,864479,KMTC NHAVA SHEVA,Paris,Standard,Priority I,2025-07-03,2025-09-15
9375501,864479,KMTC NHAVA SHEVA,Tokyo,Standard,No Priority,2025-07-03,2025-09-15
9375513,864912,KMTC CHENNAI,USCG,PSC B,Priority I,2025-06-21,2025-09-15
9375513,864912,KMTC CHENNAI,Paris,Standard,Priority I,2025-06-21,2025-09-15
9375513,864912,KMTC CHENNAI,Tokyo,Standard,Priority I,2025-06-21,2025-09-15
9375915,900087,KYRA THALEIA,USCG,PSC B,No Priority,2025-06-04,2025-09-15
9375915,900087,KYRA THALEIA,Paris,Standard,No Priority,2025-06-04,2025-09-15
9375915,900087,KYRA THALEIA,Tokyo,Low,Priority II,2025-06-04,2025-09-15
9375965,966328,K. ASTER,USCG,PSC B,Priority I,2025-09-10,2025-09-15
